"Longitude (x)","Latitude (y)","Station Name","Date/Time","Year","Month","Day","Max Temp (°C)","Min Temp (°C)","Mean Temp (°C)","Heat Deg Days (°C)"
-123.26,49.33,"POINT ATKINSON","2023-10-11",2023,10,11,15.9,12.2,14.1,3.9
-123.26,49.33,"POINT ATKINSON","2023-10-12",2023,10,12,13.9,10.2,12,6
-123.26,49.33,"POINT ATKINSON","2023-10-13",2023,10,13,18.3,10.7,14.5,3.5
-123.26,49.33,"POINT ATKINSON","2023-10-14",2023,10,14,16.5,13,14.8,3.2
-123.26,49.33,"POINT ATKINSON","2023-10-15",2023,10,15,17.7,13.4,15.5,2.5
-123.26,49.33,"POINT ATKINSON","2023-10-16",2023,10,16,16.6,12.4,14.5,3.5
-123.26,49.33,"POINT ATKINSON","2023-10-17",2023,10,17,13.1,10.2,11.7,6.3
-123.26,49.33,"POINT ATKINSON","2023-10-18",2023,10,18,13.6,11,12.3,5.7
-123.26,49.33,"POINT ATKINSON","2023-10-19",2023,10,19,15.7,12.4,14,4
-123.26,49.33,"POINT ATKINSON","2023-10-20",2023,10,20,15.2,11.6,13.4,4.6
-123.26,49.33,"POINT ATKINSON","2023-10-21",2023,10,21,12.2,10.6,11.4,6.6
-123.26,49.33,"POINT ATKINSON","2023-10-22",2023,10,22,11.8,9.7,10.7,7.3
-123.26,49.33,"POINT ATKINSON","2023-10-23",2023,10,23,11.3,9.2,10.3,7.7
-123.26,49.33,"POINT ATKINSON","2023-10-24",2023,10,24,10,5.3,7.6,10.4
-123.26,49.33,"POINT ATKINSON","2023-10-25",2023,10,25,11.5,6.1,8.8,9.2
-123.26,49.33,"POINT ATKINSON","2023-10-26",2023,10,26,8.9,4.4,6.6,11.4
-123.26,49.33,"POINT ATKINSON","2023-10-27",2023,10,27,8.4,3.9,6.1,11.9
-123.26,49.33,"POINT ATKINSON","2023-10-28",2023,10,28,8.2,3.2,5.7,12.3
-123.26,49.33,"POINT ATKINSON","2023-10-29",2023,10,29,9.3,3.5,6.4,11.6
-123.26,49.33,"POINT ATKINSON","2023-10-30",2023,10,30,10.1,4.3,7.2,10.8
-123.26,49.33,"POINT ATKINSON","2023-10-31",2023,10,31,10.2,5.1,7.7,10.3
-123.26,49.33,"POINT ATKINSON","2023-11-01",2023,11,1,12.2,7.1,9.7,8.3
-123.26,49.33,"POINT ATKINSON","2023-11-02",2023,11,2,15.3,8.5,11.9,6.1
-123.26,49.33,"POINT ATKINSON","2023-11-03",2023,11,3,13.1,10.5,11.8,6.2
-123.26,49.33,"POINT ATKINSON","2023-11-04",2023,11,4,17.1,10.7,13.9,4.1
-123.26,49.33,"POINT ATKINSON","2023-11-05",2023,11,5,13.9,11.1,12.5,5.5
-123.26,49.33,"POINT ATKINSON","2023-11-06",2023,11,6,11.9,9.6,10.8,7.2
-123.26,49.33,"POINT ATKINSON","2023-11-07",2023,11,7,11.2,8.2,9.7,8.3
-123.26,49.33,"POINT ATKINSON","2023-11-08",2023,11,8,9.3,7.7,8.5,9.5
-123.26,49.33,"POINT ATKINSON","2023-11-09",2023,11,9,12.7,6.9,9.8,8.2
-123.26,49.33,"POINT ATKINSON","2023-11-10",2023,11,10,9.3,7.9,8.6,9.4
-123.26,49.33,"POINT ATKINSON","2023-11-11",2023,11,11,11.9,7.9,9.9,8.1
-123.26,49.33,"POINT ATKINSON","2023-11-12",2023,11,12,11.9,7.2,9.5,8.5
-123.26,49.33,"POINT ATKINSON","2023-11-13",2023,11,13,10.4,5.9,8.1,9.9
-123.26,49.33,"POINT ATKINSON","2023-11-14",2023,11,14,9.3,4.1,6.7,11.3
-123.26,49.33,"POINT ATKINSON","2023-11-15",2023,11,15,8.5,5,6.8,11.2
-123.26,49.33,"POINT ATKINSON","2023-11-16",2023,11,16,8.5,3.7,6.1,11.9
-123.26,49.33,"POINT ATKINSON","2023-11-17",2023,11,17,10.5,4,7.2,10.8
-123.26,49.33,"POINT ATKINSON","2023-11-18",2023,11,18,12,5.5,8.8,9.2
-123.26,49.33,"POINT ATKINSON","2023-11-19",2023,11,19,10.5,6.6,8.5,9.5
-123.26,49.33,"POINT ATKINSON","2023-11-20",2023,11,20,8.9,5.7,7.3,10.7
-123.26,49.33,"POINT ATKINSON","2023-11-21",2023,11,21,10.9,5.2,8.1,9.9
-123.26,49.33,"POINT ATKINSON","2023-11-22",2023,11,22,8.9,5.9,7.4,10.6
-123.26,49.33,"POINT ATKINSON","2023-11-23",2023,11,23,9.2,4.7,6.9,11.1
-123.26,49.33,"POINT ATKINSON","2023-11-24",2023,11,24,9.1,3.2,6.2,11.8
-123.26,49.33,"POINT ATKINSON","2023-11-25",2023,11,25,8.1,3.5,5.8,12.2
-123.26,49.33,"POINT ATKINSON","2023-11-26",2023,11,26,5.4,3.5,4.4,13.6
-123.26,49.33,"POINT ATKINSON","2023-11-27",2023,11,27,9.1,4,6.5,11.5
-123.26,49.33,"POINT ATKINSON","2023-11-28",2023,11,28,5.2,2.4,3.8,14.2
-123.26,49.33,"POINT ATKINSON","2023-11-29",2023,11,29,5.7,1.4,3.5,14.5
-123.26,49.33,"POINT ATKINSON","2023-11-30",2023,11,30,5.4,2,3.7,14.3
-123.26,49.33,"POINT ATKINSON","2023-12-01",2023,12,1,6.2,3.7,4.9,13.1
-123.26,49.33,"POINT ATKINSON","2023-12-02",2023,12,2,10.5,5.7,8.1,9.9
-123.26,49.33,"POINT ATKINSON","2023-12-03",2023,12,3,9.8,5.8,7.8,10.2
-123.26,49.33,"POINT ATKINSON","2023-12-04",2023,12,4,12.4,6.8,9.6,8.4
-123.26,49.33,"POINT ATKINSON","2023-12-05",2023,12,5,13.6,9.3,11.4,6.6
-123.26,49.33,"POINT ATKINSON","2023-12-06",2023,12,6,10.1,6.7,8.4,9.6
-123.26,49.33,"POINT ATKINSON","2023-12-07",2023,12,7,7.2,4.4,5.8,12.2
-123.26,49.33,"POINT ATKINSON","2023-12-08",2023,12,8,8.5,3.1,5.8,12.2
-123.26,49.33,"POINT ATKINSON","2023-12-09",2023,12,9,7.5,3,5.2,12.8
-123.26,49.33,"POINT ATKINSON","2023-12-10",2023,12,10,7.1,4.6,5.8,12.2
-123.26,49.33,"POINT ATKINSON","2023-12-11",2023,12,11,9.6,5.5,7.5,10.5
-123.26,49.33,"POINT ATKINSON","2023-12-12",2023,12,12,7.9,4.5,6.2,11.8
-123.26,49.33,"POINT ATKINSON","2023-12-13",2023,12,13,10.9,4.4,7.7,10.3
-123.26,49.33,"POINT ATKINSON","2023-12-14",2023,12,14,8.4,6.2,7.3,10.7
-123.26,49.33,"POINT ATKINSON","2023-12-15",2023,12,15,9.5,6.5,8,10
-123.26,49.33,"POINT ATKINSON","2023-12-16",2023,12,16,9.8,7.2,8.5,9.5
-123.26,49.33,"POINT ATKINSON","2023-12-17",2023,12,17,10.5,6.5,8.5,9.5
-123.26,49.33,"POINT ATKINSON","2023-12-18",2023,12,18,10.1,7,8.5,9.5
-123.26,49.33,"POINT ATKINSON","2023-12-19",2023,12,19,10.5,8.3,9.4,8.6
-123.26,49.33,"POINT ATKINSON","2023-12-20",2023,12,20,10.8,9.2,10,8
-123.26,49.33,"POINT ATKINSON","2023-12-21",2023,12,21,10.5,9,9.8,8.2
-123.26,49.33,"POINT ATKINSON","2023-12-22",2023,12,22,10.3,6.7,8.5,9.5
-123.26,49.33,"POINT ATKINSON","2023-12-23",2023,12,23,7.1,2.7,4.9,13.1
-123.26,49.33,"POINT ATKINSON","2023-12-24",2023,12,24,8.1,3,5.6,12.4
-123.26,49.33,"POINT ATKINSON","2023-12-25",2023,12,25,12.4,7.1,9.7,8.3
-123.26,49.33,"POINT ATKINSON","2023-12-26",2023,12,26,12.3,8,10.2,7.8
-123.26,49.33,"POINT ATKINSON","2023-12-27",2023,12,27,13.7,7.2,10.4,7.6
-123.26,49.33,"POINT ATKINSON","2023-12-28",2023,12,28,13.6,9.5,11.6,6.4
-123.26,49.33,"POINT ATKINSON","2023-12-29",2023,12,29,13,9.1,11,7
-123.26,49.33,"POINT ATKINSON","2023-12-30",2023,12,30,14.7,8.9,11.8,6.2
-123.26,49.33,"POINT ATKINSON","2023-12-31",2023,12,31,9.7,7,8.4,9.6
